Date,Open,High,Low,Close,Adj Close,Volume
2012-10-01,378.107758,385.744141,333.599579,678.437378,338.879791,144134100
2012-11-01,338.481293,348.304474,316.812500,696.457886,347.881042,93706000
2012-12-01,349.808838,363.188690,339.890991,705.443237,352.369232,83701600
2013-01-01,358.366760,379.054199,346.461365,753.620972,376.434021,105201100
2013-02-01,377.684357,402.974548,377.634521,799.006348,399.104065,93026400
2013-03-01,397.410400,420.424133,395.168823,792.015564,395.612152,85414700
2013-04-01,396.020630,412.274689,379.208618,822.312378,410.745422,107503200
2013-05-01,410.092865,458.581116,406.655762,868.834656,433.983337,99202800
2013-06-01,434.869995,453.719360,422.028137,877.959595,438.541229,97523400
2013-07-01,441.569885,462.267303,436.170135,885.319397,442.217468,102872800
2013-08-01,445.828918,453.156464,421.201233,844.581238,421.868744,67223100
2013-09-01,425.584808,451.303406,425.380554,873.511841,436.319580,66492900
2013-10-01,438.481476,518.815369,419.916046,1027.758301,513.365784,110860700
2013-11-01,513.968506,532.005920,500.623535,1056.688843,527.816589,52707900
2013-12-01,529.769287,558.406982,522.551331,1117.641602,558.262512,67938100
2014-01-01,555.647278,591.054565,539.114258,1177.736572,588.279968,109429900
2014-02-01,587.398315,612.145508,561.903870,1212.321655,605.555237,81394600
2014-03-01,601.121826,611.204041,551.406128,1112.000977,555.445007,71661200
2014-04-01,557.180237,603.174011,501.423340,525.218018,525.218018,67354600
2014-05-01,525.666809,566.285278,501.921967,558.357056,558.357056,36627000
2014-06-01,559.164795,580.855286,537.274902,573.704895,573.704895,38001500
2014-07-01,576.736572,598.008179,563.463013,570.034973,570.034973,34609700
2014-08-01,568.838257,585.731873,558.466736,570.034973,570.034973,27658100
2014-09-01,570.284302,594.846863,566.654236,575.779175,575.779175,33516300
2014-10-01,574.432922,579.409241,506.708832,557.549255,557.549255,52162200
2014-11-01,553.979065,556.372498,528.628662,540.346497,540.346497,28519700
2014-12-01,537.424500,539.927612,487.661133,524.958740,524.958740,45863800
2015-01-01,527.561584,540.685547,486.225067,533.056519,533.056519,50207000
2015-02-01,530.274109,563.163818,517.130249,556.871094,556.871094,32594400
2015-03-01,558.995300,576.327698,542.729919,546.499573,546.499573,38647600
2015-04-01,547.097961,569.576233,519.583496,537.340027,537.340027,42376700
2015-05-01,538.429993,544.190002,521.085022,532.109985,532.109985,31865900
2015-06-01,536.789978,543.739990,520.500000,520.510010,520.510010,34318000
2015-07-01,524.729980,678.640015,515.179993,625.609985,625.609985,63316100
2015-08-01,625.340027,674.900024,565.049988,637.609985,637.609985,61432400
2015-09-01,602.359985,650.900024,589.380005,608.419983,608.419983,47955000
2015-10-01,608.369995,730.000000,599.849976,710.809998,710.809998,49430400
2015-11-01,711.059998,762.708008,705.849976,742.599976,742.599976,33934800
2015-12-01,747.109985,779.979980,724.169983,758.880005,758.880005,43085500
2016-01-01,743.000000,752.000000,673.260010,742.950012,742.950012,46545500
2016-02-01,750.460022,789.869995,663.059998,697.770020,697.770020,64367000
2016-03-01,703.619995,757.880005,685.340027,744.950012,744.950012,41742400
2016-04-01,738.599976,769.900024,689.000000,693.010010,693.010010,42151200
2016-05-01,697.630005,739.729980,689.010010,735.719971,735.719971,34992300
2016-06-01,734.530029,737.210022,663.283997,692.099976,692.099976,39362500
2016-07-01,692.200012,778.549988,688.215027,768.789978,768.789978,29914800
2016-08-01,761.090027,789.750000,761.090027,767.049988,767.049988,26385400
2016-09-01,769.250000,789.849976,754.000000,777.289978,777.289978,27551400
2016-10-01,774.250000,816.679993,769.500000,784.539978,784.539978,33956300
2016-11-01,782.890015,795.632996,727.539978,758.039978,758.039978,42642200
2016-12-01,757.440002,804.380005,737.025024,771.820007,771.820007,32097300
2017-01-01,778.809998,841.950012,775.799988,796.789978,796.789978,33197900
2017-02-01,799.679993,833.450012,791.190002,823.210022,823.210022,25683600
2017-03-01,828.849976,853.500000,803.369995,829.559998,829.559998,33835100
2017-04-01,829.219971,916.849976,817.020020,905.960022,905.960022,25218700
2017-05-01,901.940002,979.270020,901.450012,964.859985,964.859985,32180100
2017-06-01,968.950012,988.250000,915.232971,953.400024,953.400024,18226600
2017-06-13,951.910034,959.980042,944.089966,953.400024,953.400024,2013337
